BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,AVG_PURCHASE_VALUE,LIMIT_USAGE,CUST_ID,Cluster
-0.7319893664465486,-0.2494344808010426,-0.424899735240609,-0.3569340222066546,-0.3490788190138386,-0.4667855542850508,-0.8064903456392755,-0.6786608078479125,-0.7073131650492337,-0.675348857882429,-0.4760698174356818,-0.511333250061439,-0.9603784008150248,-0.5289787906610074,-0.3023999967892398,-0.5255509710834134,0.3606795442537749,-0.0124356230308733,-0.8929511731160752,C10001,3
0.7869608532656136,0.1343246710512249,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,2.6056045083204533,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,0.573962722280416,0.1100738515878559,-0.5917958767710622,0.6886784369735642,0.8186421271164631,0.0974995309725436,0.2342268968174792,0.3606795442537749,-0.0124423740358597,0.1760629773616103,C10002,0
0.4471351319803288,0.5180838229034924,-0.1076682302732753,0.1088885127680007,-0.4545762302747729,-0.4667855542850508,1.2698432294420248,2.673451079746117,-0.9169951914991048,-0.675348857882429,-0.4760698174356818,-0.1090201165133234,0.8260998401226133,-0.3838047379522192,-0.0932934047647879,-0.5255509710834134,0.3606795442537749,-0.0124332551038188,-0.1442061927953521,C10003,2
0.0490991394687836,-1.0169527845055772,0.2320578467889134,0.5461894563646923,-0.4545762302747729,-0.3686532543762061,-1.014125447268306,-0.3993192679190392,-0.9169951914991048,-0.2589133302435875,-0.3295339001797974,-0.5515645634162506,0.8260998401226133,-0.5986882602099773,-0.2283068961116551,-0.5255509710834134,0.3606795442537749,-0.0122302199181498,-0.4276648376086499,C10004,3
-0.3587752952564145,0.5180838229034924,-0.4620630524343565,-0.3472942786061598,-0.4545762302747729,-0.4667855542850508,-1.014125447268306,-0.3993192679190392,-0.9169951914991048,-0.675348857882429,-0.4760698174356818,-0.5515645634162506,-0.905409839555405,-0.3643678034135237,-0.2572663896693736,-0.5255509710834134,0.3606795442537749,-0.0124401095489462,0.7506931664805265,C10005,3
0.1178783922626168,0.5180838229034924,0.1544922935729456,-0.3569340222066546,1.0198219718843309,-0.4667855542850508,0.439310297729762,-0.6786608078479125,0.5507840260387573,-0.675348857882429,-0.4760698174356818,-0.2699453699325697,-0.7405041557765462,-0.1150595357186393,0.6697666752000935,-0.5255509710834134,0.3606795442537749,-0.0124187865534078,1.582183991517761,C10006,2
-0.4502772182552461,0.5180838229034924,2.8494084938998494,3.500547950845556,0.3066638951319561,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.5991991906768772,-0.675348857882429,-0.4760698174356818,1.9830081779368776,2.475156677911202,1.5963132599542045,-0.2772972998962273,2.8934528534744284,0.3606795442537749,-0.012426692868716,-0.8786760452678243,C10007,1
0.1245200221560722,0.5180838229034924,-0.2653876634568662,-0.3569340222066546,0.0277924363082411,-0.4667855542850508,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.4760698174356818,-0.1090201165133234,-0.6030827526274971,-0.364115525790407,-0.1341269233917837,-0.5255509710834134,0.3606795442537749,-0.0124372293999372,1.0367181674154182,C10008,2
-0.2640262509070659,0.5180838229034924,-0.066329890543404,0.0416031024365477,-0.2334076532078247,-0.4667855542850508,-0.3912251255837874,-0.3993192679190392,-0.2879465959551092,-0.675348857882429,-0.4760698174356818,-0.3906393099970043,0.6886784369735642,-0.3609328667760588,-0.2284700307624999,-0.5255509710834134,0.3606795442537749,-0.0124179886059624,-0.6258513484149143,C10009,3
-0.6785040237975313,-1.4007119363578449,0.1303033737672418,0.4152094401929705,-0.4545762302747729,-0.4667855542850508,-0.8064903456392755,-0.1199743758782783,-0.9169951914991048,-0.675348857882429,-0.4760698174356818,-0.4711019367066275,1.7880496621659567,-0.1963359235272189,-0.3192080577486236,-0.5255509710834134,0.3606795442537749,-0.012381912194961,-0.962394432496824,C10010,3
-0.1303679524865358,0.5180838229034924,-0.0388880103536128,-0.3569340222066546,0.562931925379429,-0.4667855542850508,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.4760698174356818,-0.1090201165133234,-0.905409839555405,-0.2244783558175378,0.5692170582559472,-0.5255509710834134,0.3606795442537749,-0.0124315219441471,1.7673103359234108,C10011,2
-0.4485793651125057,-0.2494344808010426,0.2288657331458233,0.5420805156549815,-0.4545762302747729,-0.4667855542850508,-0.5988577356115314,0.1593671640505949,-0.9169951914991048,-0.675348857882429,-0.4760698174356818,-0.3504079966421928,-0.6855355945169265,-0.3549430063599599,-0.2955240404619594,-0.5255509710834134,0.3606795442537749,-0.0124071758598341,-0.1885714788948067,C10012,3
